"SubscriptionType","MonthlyRevenue","JoinDate","LastPaymentDate","Country","Age","Gender","Device"
"Premium",11,"28-10-22","09-07-23","France",28,"Male","Tablet"
"Basic",10,"28-09-22","09-07-23","Brazil",45,"Female","Smartphone"
"Standard",15,"19-09-22","09-07-23","Mexico",41,"Male","Smartphone"
"Standard",12,"16-09-22","08-07-23","Spain",29,"Male","Smart TV"
"Basic",15,"17-09-22","08-07-23","Italy",35,"Male","Smartphone"
"Premium",12,"17-09-22","08-07-23","Spain",36,"Female","Smart TV"
"Basic",11,"15-09-22","09-07-23","Spain",41,"Male","Laptop"
"Standard",11,"14-09-22","08-07-23","United States",46,"Male","Tablet"
"Premium",11,"14-09-22","08-07-23","Canada",46,"Female","Tablet"
"Basic",10,"13-09-22","08-07-23","United States",42,"Male","Smartphone"
"Premium",13,"13-08-22","08-07-23","United States",40,"Male","Tablet"
"Basic",14,"12-08-22","08-07-23","Canada",32,"Female","Tablet"
"Standard",11,"07-08-22","10-07-23","United Kingdom",34,"Female","Smartphone"
"Standard",11,"07-08-22","09-07-23","Australia",27,"Female","Smart TV"
"Basic",11,"04-08-22","08-07-23","Germany",38,"Male","Laptop"
"Premium",14,"24-07-22","08-07-23","France",34,"Female","Laptop"
"Basic",13,"18-07-22","10-07-23","Brazil",28,"Male","Tablet"
"Standard",12,"17-07-22","08-07-23","Mexico",48,"Male","Smartphone"
"Premium",13,"17-07-22","09-07-23","Spain",42,"Female","Laptop"
"Basic",10,"14-07-22","08-07-23","Italy",37,"Female","Smart TV"
"Premium",11,"06-07-22","10-07-23","Spain",28,"Female","Tablet"
"Basic",13,"07-07-22","08-07-23","Spain",43,"Female","Smart TV"
"Standard",10,"07-07-22","11-07-23","United States",44,"Female","Smart TV"
"Standard",12,"08-07-22","07-07-23","Canada",33,"Female","Smartphone"
"Basic",13,"07-07-22","09-07-23","United States",36,"Male","Smart TV"
"Premium",14,"08-07-22","07-07-23","United States",27,"Male","Tablet"
"Basic",11,"09-07-22","11-07-23","Canada",41,"Male","Tablet"
"Standard",14,"09-07-22","07-07-23","United Kingdom",32,"Male","Smart TV"
"Premium",12,"09-07-22","08-07-23","Australia",36,"Female","Laptop"
"Basic",12,"12-07-22","07-07-23","Germany",36,"Female","Tablet"
"Premium",13,"15-07-22","10-07-23","France",36,"Male","Laptop"
"Basic",14,"16-07-22","07-07-23","Brazil",32,"Male","Smart TV"
"Standard",10,"18-07-22","08-07-23","Mexico",45,"Female","Smartphone"
"Standard",11,"13-08-22","09-07-23","Spain",43,"Female","Tablet"
"Basic",10,"14-08-22","10-07-23","Italy",35,"Male","Tablet"
"Premium",13,"16-08-22","07-07-23","Spain",29,"Female","Smart TV"
"Basic",14,"17-08-22","08-07-23","Spain",33,"Female","Smart TV"
"Standard",14,"25-08-22","08-07-23","United States",49,"Male","Smart TV"
"Premium",15,"28-08-22","09-07-23","Canada",27,"Male","Tablet"
"Basic",14,"29-08-22","07-07-23","United States",39,"Female","Smart TV"
"Basic",10,"11-09-22","10-07-23","United States",34,"Female","Smart TV"
"Basic",12,"12-09-22","08-07-23","Canada",39,"Male","Smartphone"
"Standard",11,"16-09-22","09-07-23","United Kingdom",39,"Female","Laptop"
"Premium",15,"17-09-22","09-07-23","Australia",39,"Female","Smart TV"
"Basic",10,"21-09-22","10-07-23","Germany",40,"Female","Laptop"
"Basic",15,"23-09-22","08-07-23","France",40,"Male","Tablet"
"Premium",14,"27-09-22","08-07-23","Brazil",31,"Male","Smartphone"
"Standard",12,"09-10-22","09-07-23","Mexico",47,"Male","Smartphone"
"Standard",11,"10-10-22","11-07-23","Spain",43,"Male","Laptop"
"Basic",13,"11-10-22","08-07-23","Italy",34,"Male","Smartphone"
"Premium",12,"12-10-22","08-07-23","Spain",30,"Female","Tablet"
"Standard",15,"13-10-22","09-07-23","Spain",33,"Female","Smartphone"
"Basic",12,"19-10-22","10-07-23","United States",29,"Male","Tablet"
"Standard",14,"21-10-22","07-07-23","Canada",35,"Female","Smartphone"
"Premium",13,"23-10-22","08-07-23","United States",41,"Female","Laptop"
"Basic",14,"24-10-22","10-07-23","United States",34,"Female","Smartphone"
"Premium",12,"26-10-22","09-07-23","Canada",28,"Female","Tablet"
"Standard",15,"27-10-22","07-07-23","United Kingdom",31,"Male","Smart TV"
"Basic",15,"01-11-22","08-07-23","Australia",29,"Male","Smart TV"
"Standard",12,"02-11-22","09-07-23","Germany",44,"Female","Tablet"
"Premium",10,"04-11-22","09-07-23","France",44,"Female","Tablet"
"Basic",13,"05-11-22","06-07-23","Brazil",29,"Male","Laptop"
"Standard",12,"06-11-22","09-07-23","Mexico",32,"Female","Tablet"
"Premium",11,"07-11-22","09-07-23","Spain",31,"Male","Smartphone"
"Basic",14,"08-11-22","08-07-23","Italy",27,"Male","Laptop"
"Premium",13,"08-11-22","06-07-23","Spain",43,"Female","Laptop"
"Basic",14,"09-11-22","10-07-23","Spain",48,"Male","Tablet"
"Standard",15,"09-11-22","09-07-23","United States",37,"Female","Tablet"
"Standard",11,"05-11-22","08-07-23","Canada",42,"Male","Smartphone"
"Basic",11,"04-11-22","07-07-23","United States",40,"Male","Tablet"
"Premium",13,"19-10-22","09-07-23","United States",37,"Female","Tablet"
"Basic",12,"12-10-22","09-07-23","Canada",31,"Male","Smartphone"
"Standard",11,"03-10-22","09-07-23","United Kingdom",30,"Male","Smart TV"
"Premium",15,"28-09-22","08-07-23","Australia",51,"Female","Smartphone"
"Basic",15,"17-09-22","09-07-23","Germany",42,"Female","Laptop"
"Premium",13,"16-09-22","08-07-23","France",37,"Female","Smartphone"
"Basic",14,"15-09-22","09-07-23","Brazil",44,"Female","Smartphone"
"Standard",11,"14-09-22","08-07-23","Mexico",37,"Male","Tablet"
"Standard",11,"15-09-22","09-07-23","Spain",44,"Male","Smartphone"
"Basic",11,"06-09-22","09-07-23","Italy",40,"Male","Tablet"
"Premium",15,"28-08-22","09-07-23","Spain",27,"Male","Smart TV"
"Basic",12,"07-08-22","08-07-23","Spain",31,"Male","Smart TV"
"Standard",15,"07-08-22","10-07-23","United States",39,"Female","Smartphone"
"Premium",12,"06-08-22","09-07-23","Canada",47,"Female","Tablet"
"Basic",15,"30-07-22","09-07-23","United States",30,"Male","Smart TV"
"Premium",12,"30-07-22","08-07-23","United States",35,"Male","Laptop"
"Basic",14,"30-07-22","10-07-23","Canada",39,"Male","Smartphone"
"Standard",15,"19-07-22","08-07-23","United Kingdom",29,"Female","Tablet"
"Standard",11,"17-07-22","10-07-23","Australia",28,"Male","Laptop"
"Basic",11,"12-07-22","08-07-23","Germany",39,"Male","Tablet"
"Premium",10,"11-07-22","10-07-23","France",34,"Male","Smart TV"
"Basic",14,"10-07-22","08-07-23","Brazil",47,"Male","Smart TV"
"Standard",14,"10-07-22","11-07-23","Mexico",47,"Female","Smart TV"
"Premium",13,"08-07-22","08-07-23","Spain",46,"Male","Smart TV"
"Basic",12,"09-07-22","09-07-23","Italy",31,"Male","Smart TV"
"Premium",10,"09-07-22","08-07-23","Spain",41,"Female","Smart TV"
"Basic",10,"09-07-22","11-07-23","Spain",30,"Female","Smartphone"
"Standard",11,"10-07-22","08-07-23","United States",41,"Male","Tablet"
"Standard",12,"12-07-22","08-07-23","Canada",48,"Female","Laptop"
"Basic",10,"13-07-22","09-07-23","United States",35,"Female","Laptop"
"Premium",13,"16-07-22","10-07-23","United States",41,"Female","Laptop"
"Basic",10,"17-07-22","07-07-23","Canada",39,"Female","Smart TV"
"Standard",10,"26-07-22","09-07-23","United Kingdom",45,"Male","Laptop"
"Premium",10,"31-07-22","09-07-23","Australia",41,"Male","Laptop"
"Basic",13,"03-08-22","10-07-23","Germany",28,"Male","Laptop"
"Premium",10,"15-08-22","07-07-23","France",28,"Female","Tablet"
"Basic",15,"18-08-22","10-07-23","Brazil",48,"Male","Smart TV"
"Standard",10,"27-08-22","08-07-23","Mexico",40,"Female","Smart TV"
"Standard",12,"29-08-22","10-07-23","Spain",39,"Male","Smart TV"
"Basic",12,"05-09-22","07-07-23","Italy",27,"Male","Smartphone"
"Premium",10,"06-09-22","11-07-23","Spain",32,"Female","Smart TV"
"Basic",10,"14-09-22","08-07-23","Spain",38,"Male","Laptop"
"Standard",10,"16-09-22","09-07-23","United States",41,"Female","Laptop"
"Premium",10,"18-09-22","10-07-23","Canada",32,"Female","Laptop"
"Basic",12,"23-09-22","11-07-23","United States",37,"Male","Tablet"
"Basic",12,"25-09-22","08-07-23","United States",50,"Female","Laptop"
"Basic",10,"06-10-22","09-07-23","Canada",48,"Female","Laptop"
"Standard",11,"09-10-22","10-07-23","United Kingdom",37,"Male","Tablet"
"Premium",13,"11-10-22","11-07-23","Australia",46,"Female","Laptop"
"Basic",13,"12-10-22","08-07-23","Germany",46,"Male","Laptop"
"Basic",15,"13-10-22","09-07-23","France",39,"Male","Smart TV"
"Premium",13,"17-10-22","10-07-23","Brazil",42,"Female","Smart TV"
"Standard",11,"19-10-22","10-07-23","Mexico",41,"Female","Smartphone"
"Standard",10,"21-10-22","07-07-23","Spain",28,"Male","Smart TV"
"Basic",14,"23-10-22","09-07-23","Italy",43,"Male","Tablet"
"Premium",14,"25-10-22","10-07-23","Spain",45,"Female","Smart TV"
"Standard",10,"27-10-22","09-07-23","Spain",45,"Male","Smart TV"
"Basic",13,"31-10-22","07-07-23","United States",48,"Male","Smartphone"
"Standard",12,"02-11-22","09-07-23","Canada",30,"Male","Laptop"
"Premium",11,"04-11-22","10-07-23","United States",51,"Female","Smart TV"
"Basic",12,"05-11-22","09-07-23","United States",48,"Female","Smartphone"
"Premium",13,"06-11-22","07-07-23","Canada",41,"Female","Smart TV"
"Standard",11,"07-11-22","10-07-23","United Kingdom",37,"Female","Smartphone"
"Basic",11,"08-11-22","09-07-23","Australia",43,"Male","Laptop"
"Standard",15,"08-11-22","08-07-23","Germany",51,"Male","Laptop"
"Premium",10,"09-11-22","07-07-23","France",34,"Female","Smartphone"
"Basic",10,"09-11-22","10-07-23","Brazil",35,"Female","Smartphone"
"Standard",12,"05-11-22","09-07-23","Mexico",45,"Female","Smart TV"
"Premium",12,"05-11-22","10-07-23","Spain",31,"Male","Smart TV"
"Basic",15,"02-11-22","08-07-23","Italy",50,"Female","Laptop"
"Premium",12,"30-10-22","09-07-23","Spain",41,"Male","Smartphone"
"Basic",11,"30-10-22","09-07-23","Spain",42,"Female","Laptop"
"Standard",11,"24-10-22","09-07-23","United States",41,"Male","Tablet"
"Standard",14,"08-10-22","08-07-23","Canada",34,"Male","Tablet"
"Basic",13,"04-10-22","09-07-23","United States",35,"Female","Smartphone"
"Premium",10,"28-09-22","09-07-23","United States",48,"Male","Smartphone"
"Basic",11,"22-09-22","09-07-23","Canada",39,"Female","Smart TV"
"Standard",14,"19-09-22","09-07-23","United Kingdom",37,"Female","Laptop"
"Premium",10,"13-09-22","09-07-23","Australia",31,"Male","Tablet"
"Basic",14,"05-09-22","09-07-23","Germany",29,"Female","Laptop"
"Premium",10,"20-08-22","09-07-23","France",36,"Male","Tablet"
"Basic",10,"10-08-22","08-07-23","Brazil",32,"Male","Smartphone"
"Standard",10,"10-08-22","11-07-23","Mexico",31,"Female","Smartphone"
"Standard",14,"06-08-22","09-07-23","Spain",31,"Male","Laptop"
"Basic",12,"03-08-22","10-07-23","Italy",29,"Male","Smart TV"
"Premium",10,"01-08-22","09-07-23","Spain",48,"Male","Smart TV"
"Basic",14,"28-07-22","10-07-23","Spain",46,"Male","Tablet"
"Standard",15,"22-07-22","09-07-23","United States",35,"Female","Smartphone"
"Premium",11,"22-07-22","11-07-23","Canada",37,"Female","Tablet"
"Basic",12,"20-07-22","09-07-23","United States",45,"Female","Tablet"
"Premium",15,"12-07-22","10-07-23","United States",48,"Female","Laptop"
"Basic",10,"12-07-22","09-07-23","Canada",44,"Female","Laptop"
"Standard",14,"10-07-22","11-07-23","United Kingdom",47,"Female","Laptop"
"Standard",12,"11-07-22","08-07-23","Australia",35,"Male","Smart TV"
"Basic",10,"11-07-22","09-07-23","Germany",35,"Female","Smartphone"
"Premium",11,"09-07-22","08-07-23","France",35,"Male","Smartphone"
"Basic",15,"10-07-22","11-07-23","Brazil",49,"Female","Laptop"
"Standard",11,"12-07-22","08-07-23","Mexico",50,"Female","Tablet"
"Premium",14,"13-07-22","09-07-23","Spain",44,"Male","Smartphone"
"Basic",14,"15-07-22","09-07-23","Italy",47,"Female","Tablet"
"Premium",15,"16-07-22","11-07-23","Spain",46,"Female","Laptop"
"Basic",11,"19-07-22","08-07-23","Spain",39,"Female","Laptop"
"Standard",15,"23-07-22","10-07-23","United States",34,"Male","Laptop"
"Standard",10,"28-07-22","09-07-23","Canada",31,"Female","Smart TV"
"Basic",10,"14-08-22","11-07-23","United States",46,"Female","Laptop"
"Premium",15,"18-08-22","08-07-23","United States",30,"Male","Smart TV"
"Basic",12,"23-08-22","12-07-23","Canada",29,"Male","Tablet"
"Standard",12,"27-08-22","09-07-23","United Kingdom",42,"Male","Tablet"
"Premium",13,"01-09-22","10-07-23","Australia",27,"Female","Smartphone"
"Basic",15,"02-09-22","09-07-23","Germany",33,"Male","Laptop"
"Premium",13,"04-09-22","12-07-23","France",45,"Female","Smart TV"
"Basic",13,"11-09-22","09-07-23","Brazil",50,"Male","Tablet"
"Standard",10,"16-09-22","09-07-23","Mexico",42,"Female","Tablet"
"Standard",10,"19-09-22","11-07-23","Spain",29,"Male","Tablet"
"Basic",12,"20-09-22","12-07-23","Italy",31,"Female","Tablet"
"Premium",13,"05-10-22","09-07-23","Spain",42,"Female","Smartphone"
"Basic",10,"07-10-22","09-07-23","Spain",44,"Female","Laptop"
"Standard",10,"10-10-22","11-07-23","United States",34,"Male","Smart TV"
"Premium",13,"12-10-22","11-07-23","Canada",40,"Female","Smart TV"
"Basic",10,"13-10-22","08-07-23","United States",38,"Male","Smart TV"
"Basic",15,"15-10-22","09-07-23","United States",42,"Female","Tablet"
"Basic",10,"17-10-22","11-07-23","Canada",47,"Male","Tablet"
"Standard",15,"18-10-22","10-07-23","United Kingdom",29,"Female","Tablet"
"Premium",11,"20-10-22","08-07-23","Australia",29,"Male","Laptop"
"Basic",14,"22-10-22","10-07-23","Germany",44,"Female","Smart TV"
"Basic",12,"25-10-22","11-07-23","France",31,"Male","Tablet"
"Premium",14,"27-10-22","09-07-23","Brazil",48,"Female","Smartphone"
"Standard",14,"01-11-22","07-07-23","Mexico",32,"Female","Laptop"
"Standard",13,"02-11-22","11-07-23","Spain",28,"Female","Tablet"
"Basic",11,"04-11-22","10-07-23","Italy",36,"Female","Smartphone"
"Premium",10,"06-11-22","09-07-23","Spain",28,"Female","Smartphone"
"Standard",14,"07-11-22","07-07-23","Spain",32,"Female","Smart TV"
"Basic",15,"08-11-22","10-07-23","United States",50,"Female","Smartphone"
"Standard",12,"09-11-22","10-07-23","Canada",44,"Male","Tablet"
"Premium",14,"10-11-22","10-07-23","United States",44,"Female","Smartphone"
"Basic",14,"09-11-22","09-07-23","United States",47,"Male","Laptop"
"Premium",15,"09-11-22","10-07-23","Canada",39,"Female","Smart TV"
"Standard",11,"07-11-22","10-07-23","United Kingdom",44,"Female","Tablet"
"Basic",12,"03-11-22","10-07-23","Australia",46,"Female","Tablet"
"Standard",10,"04-11-22","08-07-23","Germany",31,"Female","Laptop"
"Premium",12,"01-11-22","10-07-23","France",33,"Female","Tablet"
"Basic",13,"27-10-22","09-07-23","Brazil",27,"Male","Laptop"
"Standard",10,"23-10-22","10-07-23","Mexico",34,"Male","Smart TV"
"Premium",14,"14-10-22","09-07-23","Spain",48,"Male","Laptop"
"Basic",14,"28-09-22","10-07-23","Italy",39,"Female","Smart TV"
"Premium",14,"25-09-22","09-07-23","Spain",39,"Male","Laptop"
"Basic",11,"23-09-22","10-07-23","Spain",48,"Female","Smart TV"
"Standard",12,"23-09-22","09-07-23","United States",37,"Female","Tablet"
"Standard",14,"14-09-22","11-07-23","Canada",40,"Male","Laptop"
"Basic",14,"05-09-22","09-07-23","United States",41,"Female","Smartphone"
"Premium",12,"13-08-22","09-07-23","United States",35,"Female","Smartphone"
"Basic",15,"12-08-22","09-07-23","Canada",46,"Male","Smartphone"
"Standard",10,"10-08-22","11-07-23","United Kingdom",28,"Female","Tablet"
"Premium",14,"05-08-22","09-07-23","Australia",29,"Female","Laptop"
"Basic",10,"04-08-22","12-07-23","Germany",46,"Female","Tablet"
"Premium",11,"28-07-22","09-07-23","France",35,"Male","Laptop"
"Basic",12,"24-07-22","11-07-23","Brazil",27,"Male","Smart TV"
"Standard",11,"22-07-22","09-07-23","Mexico",38,"Male","Laptop"
"Standard",13,"22-07-22","12-07-23","Spain",43,"Male","Smart TV"
"Basic",15,"19-07-22","09-07-23","Italy",31,"Female","Smartphone"
"Premium",13,"17-07-22","10-07-23","Spain",29,"Female","Tablet"
"Basic",10,"16-07-22","09-07-23","Spain",34,"Female","Tablet"
"Standard",11,"12-07-22","12-07-23","United States",39,"Male","Smartphone"
"Premium",14,"12-07-22","08-07-23","Canada",34,"Female","Smartphone"
"Basic",14,"13-07-22","10-07-23","United States",51,"Male","Tablet"
"Premium",14,"13-07-22","09-07-23","United States",47,"Female","Tablet"
"Basic",12,"13-07-22","11-07-23","Canada",46,"Male","Smartphone"
"Standard",12,"14-07-22","08-07-23","United Kingdom",46,"Female","Smartphone"
"Standard",14,"15-07-22","10-07-23","Australia",47,"Female","Smartphone"
"Basic",14,"16-07-22","09-07-23","Germany",40,"Female","Smart TV"
"Premium",12,"18-07-22","11-07-23","France",41,"Female","Tablet"
"Basic",12,"23-07-22","09-07-23","Brazil",30,"Female","Smartphone"
"Standard",12,"25-07-22","11-07-23","Mexico",31,"Female","Tablet"
"Premium",14,"30-07-22","09-07-23","Spain",42,"Male","Smart TV"
"Basic",12,"06-08-22","11-07-23","Italy",46,"Female","Tablet"
"Premium",13,"14-08-22","08-07-23","Spain",34,"Female","Smart TV"
"Basic",14,"23-08-22","12-07-23","Spain",42,"Male","Laptop"
"Standard",13,"27-08-22","09-07-23","United States",45,"Male","Tablet"
"Standard",12,"29-08-22","10-07-23","Canada",30,"Male","Smart TV"
"Basic",12,"01-09-22","09-07-23","United States",44,"Male","Smartphone"
"Premium",10,"07-09-22","13-07-23","United States",37,"Male","Smart TV"
"Basic",10,"13-09-22","10-07-23","Canada",43,"Male","Smart TV"
"Standard",12,"14-09-22","10-07-23","United Kingdom",46,"Male","Smartphone"
"Premium",11,"17-09-22","12-07-23","Australia",40,"Female","Tablet"
"Basic",11,"23-09-22","12-07-23","Germany",45,"Female","Smartphone"
"Premium",10,"27-09-22","09-07-23","France",48,"Female","Smartphone"
"Basic",10,"03-10-22","10-07-23","Brazil",43,"Female","Tablet"
"Standard",13,"10-10-22","11-07-23","Mexico",48,"Male","Smart TV"
"Standard",10,"12-10-22","11-07-23","Spain",32,"Female","Smartphone"
"Basic",12,"14-10-22","08-07-23","Italy",38,"Male","Laptop"
"Premium",13,"16-10-22","10-07-23","Spain",50,"Male","Smartphone"
"Basic",11,"18-10-22","11-07-23","Spain",33,"Female","Laptop"
"Standard",14,"20-10-22","10-07-23","United States",27,"Male","Smart TV"
"Premium",12,"22-10-22","08-07-23","Canada",47,"Male","Tablet"
"Basic",12,"25-10-22","10-07-23","United States",35,"Female","Smart TV"
"Basic",12,"26-10-22","11-07-23","United States",41,"Male","Tablet"
"Basic",14,"29-10-22","10-07-23","Canada",39,"Female","Smart TV"
"Standard",13,"31-10-22","07-07-23","United Kingdom",46,"Female","Smartphone"
"Premium",14,"04-11-22","11-07-23","Australia",33,"Female","Smartphone"
"Basic",11,"06-11-22","10-07-23","Germany",30,"Male","Laptop"
"Basic",13,"07-11-22","10-07-23","France",46,"Male","Tablet"
"Premium",15,"08-11-22","09-07-23","Brazil",42,"Female","Tablet"
"Standard",11,"09-11-22","11-07-23","Mexico",28,"Female","Tablet"
"Standard",10,"10-11-22","10-07-23","Spain",40,"Male","Smart TV"
"Basic",14,"10-11-22","10-07-23","Italy",31,"Female","Smart TV"
"Premium",13,"10-11-22","09-07-23","Spain",27,"Male","Laptop"
"Standard",14,"09-11-22","10-07-23","Spain",45,"Female","Tablet"
"Basic",10,"09-11-22","10-07-23","United States",49,"Female","Smart TV"
"Standard",12,"06-11-22","11-07-23","Canada",28,"Male","Tablet"
"Premium",14,"03-11-22","08-07-23","United States",33,"Male","Smart TV"
"Basic",15,"27-10-22","11-07-23","United States",38,"Male","Smart TV"
"Premium",15,"28-10-22","10-07-23","Canada",44,"Male","Tablet"
"Standard",15,"18-10-22","10-07-23","United Kingdom",34,"Female","Laptop"
"Basic",15,"04-10-22","09-07-23","Australia",35,"Male","Laptop"
"Standard",10,"29-09-22","10-07-23","Germany",47,"Male","Tablet"
"Premium",12,"29-09-22","10-07-23","France",30,"Male","Smartphone"
"Basic",12,"23-09-22","10-07-23","Brazil",50,"Female","Smart TV"
"Standard",12,"17-09-22","09-07-23","Mexico",32,"Male","Laptop"
"Premium",14,"12-09-22","12-07-23","Spain",36,"Female","Smart TV"
"Basic",14,"16-08-22","10-07-23","Italy",40,"Female","Smart TV"
"Premium",15,"16-08-22","09-07-23","Spain",39,"Male","Smartphone"
"Basic",11,"13-08-22","10-07-23","Spain",28,"Male","Smartphone"
"Standard",12,"12-08-22","11-07-23","United States",29,"Female","Smart TV"
"Standard",14,"13-08-22","09-07-23","Canada",49,"Male","Tablet"
"Basic",14,"30-07-22","12-07-23","United States",40,"Male","Laptop"
"Premium",12,"25-07-22","10-07-23","United States",29,"Male","Laptop"
"Basic",14,"25-07-22","11-07-23","Canada",35,"Female","Tablet"
"Standard",14,"26-07-22","10-07-23","United Kingdom",44,"Male","Smartphone"
"Premium",11,"25-07-22","13-07-23","Australia",39,"Male","Smart TV"
"Basic",12,"23-07-22","09-07-23","Germany",27,"Male","Smart TV"
"Premium",11,"18-07-22","11-07-23","France",31,"Male","Smart TV"
"Basic",13,"13-07-22","10-07-23","Brazil",39,"Female","Laptop"
"Standard",13,"13-07-22","12-07-23","Mexico",44,"Male","Laptop"
"Standard",10,"13-07-22","09-07-23","Spain",48,"Female","Tablet"
"Basic",11,"13-07-22","11-07-23","Italy",27,"Male","Smartphone"
"Premium",13,"13-07-22","09-07-23","Spain",27,"Male","Laptop"
"Basic",14,"14-07-22","11-07-23","Spain",41,"Male","Smart TV"
"Standard",15,"15-07-22","09-07-23","United States",44,"Female","Tablet"
"Premium",12,"16-07-22","12-07-23","Canada",29,"Female","Tablet"
"Basic",13,"18-07-22","09-07-23","United States",42,"Female","Smartphone"
"Premium",15,"21-07-22","11-07-23","United States",45,"Female","Smart TV"
"Basic",11,"24-07-22","09-07-23","Canada",39,"Female","Tablet"
"Standard",15,"29-07-22","12-07-23","United Kingdom",41,"Female","Tablet"
"Standard",10,"06-08-22","10-07-23","Australia",41,"Female","Laptop"
"Basic",15,"11-08-22","11-07-23","Germany",41,"Male","Smartphone"
"Premium",14,"16-08-22","09-07-23","France",47,"Female","Smart TV"
"Basic",10,"21-08-22","13-07-23","Brazil",49,"Female","Smartphone"
"Standard",12,"22-08-22","10-07-23","Mexico",29,"Male","Laptop"
"Premium",10,"24-08-22","10-07-23","Spain",33,"Male","Tablet"
"Basic",13,"02-09-22","12-07-23","Italy",45,"Female","Smart TV"
"Premium",13,"06-09-22","13-07-23","Spain",41,"Female","Laptop"
"Basic",11,"11-09-22","10-07-23","Spain",31,"Male","Laptop"
"Standard",15,"16-09-22","10-07-23","United States",51,"Male","Tablet"
"Standard",11,"22-09-22","12-07-23","Canada",43,"Female","Smartphone"
"Basic",12,"26-09-22","12-07-23","United States",33,"Female","Laptop"
"Premium",10,"02-10-22","09-07-23","United States",47,"Female","Smartphone"
"Basic",13,"04-10-22","10-07-23","Canada",40,"Female","Laptop"
"Standard",14,"09-10-22","12-07-23","United Kingdom",34,"Female","Smartphone"
"Premium",15,"11-10-22","11-07-23","Australia",40,"Male","Tablet"
"Basic",15,"15-10-22","09-07-23","Germany",38,"Male","Laptop"
"Premium",11,"16-10-22","10-07-23","France",47,"Male","Smart TV"
"Basic",13,"18-10-22","11-07-23","Brazil",29,"Male","Smart TV"
"Standard",14,"21-10-22","10-07-23","Mexico",49,"Female","Smartphone"
"Standard",12,"22-10-22","08-07-23","Spain",40,"Male","Smart TV"
"Basic",12,"25-10-22","11-07-23","Italy",51,"Female","Laptop"
"Premium",11,"29-10-22","11-07-23","Spain",51,"Female","Tablet"
"Basic",12,"30-10-22","10-07-23","Spain",50,"Female","Smart TV"
"Standard",10,"04-11-22","09-07-23","United States",47,"Female","Laptop"
"Premium",10,"05-11-22","12-07-23","Canada",40,"Male","Smart TV"
"Basic",15,"07-11-22","10-07-23","United States",35,"Female","Smart TV"
"Basic",15,"08-11-22","10-07-23","United States",37,"Female","Smart TV"
"Basic",15,"09-11-22","10-07-23","Canada",30,"Male","Tablet"
"Standard",15,"10-11-22","11-07-23","United Kingdom",47,"Female","Tablet"
"Premium",12,"11-11-22","10-07-23","Australia",35,"Male","Smartphone"
"Basic",14,"10-11-22","11-07-23","Germany",33,"Male","Tablet"
"Basic",13,"10-11-22","09-07-23","France",51,"Female","Laptop"
"Premium",12,"11-11-22","11-07-23","Brazil",31,"Female","Tablet"
"Standard",10,"07-11-22","11-07-23","Mexico",48,"Female","Laptop"
"Standard",11,"04-11-22","11-07-23","Spain",40,"Male","Laptop"
"Basic",15,"31-10-22","09-07-23","Italy",41,"Female","Laptop"
"Premium",15,"29-10-22","11-07-23","Spain",41,"Male","Laptop"
"Standard",12,"20-10-22","10-07-23","Spain",28,"Female","Laptop"
"Basic",13,"14-10-22","11-07-23","United States",45,"Female","Laptop"
"Standard",11,"12-10-22","10-07-23","Canada",32,"Female","Laptop"
"Premium",10,"01-10-22","11-07-23","United States",31,"Male","Tablet"
"Basic",10,"25-09-22","10-07-23","United States",40,"Female","Tablet"
"Premium",10,"23-09-22","10-07-23","Canada",40,"Female","Smartphone"
"Standard",14,"19-09-22","09-07-23","United Kingdom",50,"Male","Tablet"
"Basic",12,"02-09-22","12-07-23","Australia",41,"Male","Smartphone"
"Standard",10,"30-08-22","10-07-23","Germany",43,"Male","Tablet"
"Premium",15,"16-08-22","09-07-23","France",43,"Male","Tablet"
"Basic",11,"15-08-22","10-07-23","Brazil",36,"Female","Smartphone"
"Standard",15,"16-08-22","11-07-23","Mexico",48,"Male","Smart TV"
"Premium",15,"01-08-22","10-07-23","Spain",33,"Female","Smartphone"
"Basic",14,"27-07-22","14-07-23","Italy",30,"Female","Smart TV"
"Premium",14,"26-07-22","10-07-23","Spain",37,"Female","Laptop"
"Basic",13,"26-07-22","11-07-23","Spain",49,"Male","Smart TV"
"Standard",15,"27-07-22","11-07-23","United States",47,"Female","Smartphone"
"Standard",10,"26-07-22","13-07-23","Canada",45,"Female","Tablet"
"Basic",11,"23-07-22","09-07-23","United States",50,"Male","Smart TV"
"Premium",12,"20-07-22","11-07-23","United States",36,"Male","Smartphone"
"Basic",14,"14-07-22","10-07-23","Canada",37,"Male","Smart TV"
"Standard",15,"14-07-22","12-07-23","United Kingdom",38,"Female","Tablet"
"Premium",10,"14-07-22","10-07-23","Australia",40,"Male","Smart TV"
"Basic",13,"13-07-22","12-07-23","Germany",38,"Female","Smart TV"
"Premium",14,"14-07-22","10-07-23","France",46,"Female","Tablet"
"Basic",10,"15-07-22","11-07-23","Brazil",40,"Female","Smartphone"
"Standard",13,"16-07-22","10-07-23","Mexico",34,"Male","Smart TV"
"Standard",12,"18-07-22","12-07-23","Spain",39,"Female","Smartphone"
"Basic",13,"19-07-22","10-07-23","Italy",47,"Male","Smartphone"
"Premium",15,"22-07-22","12-07-23","Spain",41,"Male","Laptop"
"Basic",12,"27-07-22","09-07-23","Spain",47,"Female","Tablet"
